,id,name,host_id,host_name,neighbourhood,longitude,latitude,property_type,room_type,beds,accommodates,price,availability,minimum_night,maximum_night,no_of_reviews,rating,host_listings_counts
163,11007058,Alcam Colón 42 Apartment,396363,Oscar And Diego,La Sagrada Família,2.17774,41.37783,Apartment,Entire home/apt,3,4,91.00,283,32,1125,1,80,109
164,11007542,Spacious room Kadıköy Yeldeğirmeni,22677216,Onur,,29.03075,40.99459,Apartment,Private room,1,1,47.00,364,7,1125,1,100,1
165,1101035,Sunny 1 or 2 BR apt in Boerum Hill,6048514,Judy,Boerum Hill,-73.98517,40.68779,Apartment,Entire home/apt,1,3,189.00,276,4,28,215,98,1
166,1101035,Sunny 1 or 2 BR apt in Boerum Hill,6048514,Judy,Boerum Hill,-73.98517,40.68779,Apartment,Entire home/apt,1,3,189.00,276,4,28,215,98,1
167,1104768,2 Bdrm/2 Bath  Family Suite Ocean View,1671879,Roger,Waikiki,-157.82696,21.27971,Condominium,Entire home/apt,4,8,325.00,295,2,1125,103,82,9
168,11055163,Room 1 near Jordan Mtr station 1min,45448833,Tungshing,Jordan,114.17237,22.30612,Apartment,Private room,1,2,400.00,236,1,1125,105,88,7
169,11080033,Sunny Bedroom in Downtown Montreal,57521137,Cristina,Downtown Montreal,-73.58595,45.49039,Apartment,Private room,1,2,21.00,0,14,1125,1,80,1
170,11093339,Newly and comfortable apt,37031267,Michelle&May,Tsim Sha Tsui,114.17545,22.29643,Condominium,Entire home/apt,1,2,463.00,272,1,1125,206,94,9
171,11095139,Room 3 near Jardan mtr station 1min,45448833,Tungshing,Jordan,114.17242,22.30515,Apartment,Private room,1,2,298.00,173,1,1125,139,89,7
172,11097962,"Home, Sweet, Harlem. Welcome!",24800102,Kevin,East Harlem,-73.93955,40.79733,Apartment,Entire home/apt,1,3,110.00,357,1,1125,199,90,1
173,11098708,Convenient & Cozy Private Rm@Jordan,56949831,Sam,Jordan,114.17106,22.30692,Apartment,Private room,1,1,424.00,57,2,1125,211,97,22
174,11108923,"Amazing NEW Food Lover Balcony, close to FIRA, MWC",11170203,Kerrisdale Holdings SLU,El Poble-sec,2.16622,41.3719,Apartment,Entire home/apt,2,4,84.00,258,4,1124,130,95,8
175,11108923,"Amazing NEW Food Lover Balcony, close to FIRA, MWC",11170203,Kerrisdale Holdings SLU,El Poble-sec,2.16622,41.3719,Apartment,Entire home/apt,2,4,84.00,258,4,1124,130,95,8
176,1111410,MONTJUIC FOUNTAINS APARTMENT,6099660,Barcelona Bedroom,Dreta de l'Eixample,2.15573,41.37249,Apartment,Entire home/apt,6,6,85.00,194,1,1125,43,87,46
177,11115528,DOUBLE ROOM IN THE HEART OF BCN,35858044,Isabel,Sant Pere/Santa Caterina,2.17561,41.38701,Apartment,Private room,1,2,25.00,324,1,1125,108,90,2
178,1112838,Spacious and quiet duplex apartment in Poble Sec,6107595,Cristina,El Poble-sec,2.15566,41.37479,Apartment,Entire home/apt,7,7,130.00,127,3,365,129,95,1
179,1112838,Spacious and quiet duplex apartment in Poble Sec,6107595,Cristina,El Poble-sec,2.15566,41.37479,Apartment,Entire home/apt,7,7,130.00,127,3,365,129,95,1
180,11131495,Charming apartment in Santa Teresa,57846393,Branca,Santa Teresa,-43.1899284846398,-22.920478977773982,Villa,Entire home/apt,4,5,209.00,357,2,1125,7,94,1
181,11136898,1 or 2 rooms with private terrace in shared flat,3320587,Capitaine,La Nova Esquerra de l'Eixample,2.15395,41.38005,Apartment,Private room,2,4,65.00,333,2,1125,57,97,1
182,11144250,Burgazada da çarşıya yakın daire,57921954,Eser,,29.06648,40.87794,Apartment,Entire home/apt,3,4,348.00,336,1,1125,22,94,1
183,11145180,Clean room in quiet area,57929069,Tim,,114.25746,22.31752,Apartment,Private room,1,1,188.00,92,1,365,27,92,2
184,11146498,A cosy room for female student,57620332,Buckun,,28.98352,41.04902,Apartment,Private room,1,1,90.00,365,3,15,2,100,1
185,11153910,SPACIOUS RAMBLA CATALUÑA,23377306,Celia,L'Antiga Esquerra de l'Eixample,2.15255,41.39193,Apartment,Entire home/apt,5,5,130.00,100,32,32,1,80,10
186,11157167,Cozy Chinatown studio apartment,17259339,Maia,Chinatown,-73.99442,40.7113,Apartment,Entire home/apt,1,2,100.00,0,4,30,26,97,1
187,1117706,"Bright, Bohemian, Spacious Apt in Williamsburg",2843987,Simona,Williamsburg,-73.96216,40.71353,Condominium,Entire home/apt,1,3,125.00,0,2,30,16,97,1
188,11191242,2 Bedroom in The East Village!,35320932,Samantha,Gramercy Park,-73.98161,40.73598,Apartment,Entire home/apt,3,4,125.00,0,1,1125,19,88,1
189,11193311,habitación doble tranquila con luz,28376927,Vanessa,,2.20085,41.42112,Apartment,Private room,1,2,31.00,358,1,1125,23,86,1
190,11193311,habitación doble tranquila con luz,28376927,Vanessa,,2.20085,41.42112,Apartment,Private room,1,2,31.00,358,1,1125,23,86,1
191,11193311,habitación doble tranquila con luz,28376927,Vanessa,,2.20085,41.42112,Apartment,Private room,1,2,31.00,358,1,1125,23,86,1
192,11197217,2 Bedroom Ipanema-Copacabana,12431812,Zuzu,Gávea,-43.192297491066334,-22.985816199811516,Apartment,Entire home/apt,5,5,306.00,12,4,30,2,100,3
193,11207193,302 Kanai A Nalu Ocean front/view,733802,Kathy,Kihei/Wailea,-156.5039,20.79664,Condominium,Entire home/apt,3,6,400.00,142,7,1123,7,97,24
194,11223389,Large Duplex in Midtown East with backyard!,26304763,Boris,Midtown East,-73.96776,40.75482,Apartment,Entire home/apt,4,7,350.00,115,2,1125,112,92,1
195,11242147,Prince Kuhio 315 ocean view steps to the beach,756093,Joshua,Kauaʻi,-159.47554,21.88234,Apartment,Private room,1,2,234.00,291,1,1125,4,100,95
196,11264406,"Mongkok Luxury Studio, New Reno *4A",14861546,Tane Residence,Causeway Bay,114.16984,22.31915,Apartment,Entire home/apt,1,1,298.00,42,60,1125,1,100,92
197,11264406,"Mongkok Luxury Studio, New Reno *4A",14861546,Tane Residence,Causeway Bay,114.16984,22.31915,Apartment,Entire home/apt,1,1,298.00,42,60,1125,1,100,92
198,1129061,Pineapple Paradise,6194110,Kelly,Waikiki,-157.83857,21.28572,Apartment,Entire home/apt,1,3,135.00,182,2,365,87,96,1
199,11305966,NEW FLAT + PRIVATE ROOFTOP IN SAY YING PUN,20204555,Jorge,Sai Ying Pun,114.14238,22.28737,Apartment,Entire home/apt,2,5,903.00,0,4,1125,3,90,3
200,1131054,Executive Luxury design Apartment,6205300,Sarah,Woollahra,151.23526,-33.88944,Apartment,Entire home/apt,2,3,461.00,157,2,365,35,99,2
201,1131054,Executive Luxury design Apartment,6205300,Sarah,Woollahra,151.23526,-33.88944,Apartment,Entire home/apt,2,3,461.00,157,2,365,35,99,2
202,1132409,Amazing Upper West Side Loft-Studio,3038687,Karen,Midtown,-73.97589,40.78898,Loft,Entire home/apt,1,4,79.00,16,30,1125,12,93,8
203,11335874,Huge bedroom in luxurious apartment,5650826,Colin,East Harlem,-73.94429,40.78626,Apartment,Private room,1,3,40.00,0,4,1125,2,100,1
204,11335874,Huge bedroom in luxurious apartment,5650826,Colin,East Harlem,-73.94429,40.78626,Apartment,Private room,1,3,40.00,0,4,1125,2,100,1
205,11364106,cozy house and garden in the heart of Montréal,7747793,Teodora,Ville-Marie,-73.55985,45.53481,Apartment,Entire home/apt,2,4,64.00,0,2,1125,5,100,1
206,11364106,cozy house and garden in the heart of Montréal,7747793,Teodora,Ville-Marie,-73.55985,45.53481,Apartment,Entire home/apt,2,4,64.00,0,2,1125,5,100,1
207,11364106,cozy house and garden in the heart of Montréal,7747793,Teodora,Ville-Marie,-73.55985,45.53481,Apartment,Entire home/apt,2,4,64.00,0,2,1125,5,100,1
208,1138483,Bundeena Garden Studio near beaches,6245401,Belinda,,151.15761,-34.08087,Cabin,Entire home/apt,1,2,109.00,125,2,7,230,98,1
209,1138483,Bundeena Garden Studio near beaches,6245401,Belinda,,151.15761,-34.08087,Cabin,Entire home/apt,1,2,109.00,125,2,7,230,98,1
210,1138483,Bundeena Garden Studio near beaches,6245401,Belinda,,151.15761,-34.08087,Cabin,Entire home/apt,1,2,109.00,125,2,7,230,98,1
211,1139810,2 confortables habitaciones en el centro de BCN!,6251533,Aliona,El Raval,2.16851,41.3791,Apartment,Private room,2,3,35.00,92,1,1125,54,95,1
212,11406680,listing_id: (Phone number hidden by Airbnb) THE BEST LOCATION IN LEBLON,33644977,Patricia,Leblon,-43.21889444085009,-22.980690335847203,Apartment,Entire home/apt,4,6,518.00,351,2,1125,11,96,1
213,11409841,Midillis 202 (Double Room),28689814,Kamuran,Sultanahmet,28.97622,41.00359,Apartment,Private room,1,2,148.00,322,2,1125,24,98,4
214,11413023,Lulapartment II,35821827,Cristina,,-8.61825,41.14366,Apartment,Entire home/apt,5,7,60.00,259,2,1125,229,95,3
215,11413023,Lulapartment II,35821827,Cristina,,-8.61825,41.14366,Apartment,Entire home/apt,5,7,60.00,259,2,1125,229,95,3
216,1143151,Harbourside Apartment - Water Views,6016999,Eleanor,Neutral Bay,151.21478,-33.84297,Apartment,Entire home/apt,2,3,161.00,322,2,365,41,94,1
217,1144090,O'Porto Studio | Historic Center,2220420,Tomás,,-8.61504,41.14736,Loft,Entire home/apt,1,4,40.00,275,2,1120,380,92,20
218,11442936,1 sunny bedroom in large St-Henri appartment,9018452,Kim-Sanh,Le Plateau,-73.58664,45.47348,Apartment,Private room,2,2,70.00,0,3,15,2,100,2
219,11444539,Twin Room With Window,38038584,Jim,Mong Kok,114.17082,22.31871,Bed and breakfast,Private room,2,2,283.00,75,4,365,38,95,15
220,11447743,Apartamento São Bento da Vitória 2 - Amazing view,48943549,Rosa,,-8.61655,41.14507,Apartment,Entire home/apt,2,4,80.00,266,2,300,211,98,3
221,1145567,ROOM + ENSUITE INNER CITY MOD HOUSE,6172276,Alison,Lilyfield/Rozelle,151.16994,-33.86771,House,Private room,1,1,125.00,365,2,1125,12,88,3
222,11459525,Beautiful in Ipanema for your Family,5737780,Fabi,Copacabana,-43.20246232850196,-22.985703885018637,Apartment,Entire home/apt,8,6,351.00,130,3,90,4,100,35
223,11464859,The Sassy Lilac Megan Love Room,25282650,Megan,,-155.97975,19.61171,House,Private room,1,2,100.00,284,1,1125,203,99,4
224,1146653,Luxury 1 Bedroom Central Park Views,836168,Henry,Upper West Side,-73.96482,40.79208,Condominium,Entire home/apt,1,3,1000.00,365,30,1125,24,98,13
225,1146653,Luxury 1 Bedroom Central Park Views,836168,Henry,Upper West Side,-73.96482,40.79208,Condominium,Entire home/apt,1,3,1000.00,365,30,1125,24,98,13
226,1146653,Luxury 1 Bedroom Central Park Views,836168,Henry,Upper West Side,-73.96482,40.79208,Condominium,Entire home/apt,1,3,1000.00,365,30,1125,24,98,13
227,11488558,"Cosy flat,walking distance tocenter",15756802,Aylin,,29.04503,40.98909,Apartment,Private room,2,2,190.00,363,1,1125,5,100,1
228,1148978,1 BR 1/2 block to A/B/C/D trains,6298986,Marcelo,Washington Heights,-73.93957,40.83307,Apartment,Private room,1,2,48.00,365,7,30,45,94,2
229,11510109,LightHouse with Sea View,37725953,David - LightHouse,,-8.67643,41.15171,Apartment,Entire home/apt,1,2,80.00,216,2,1125,1,100,3
230,11533406,Tai Hang (Causeway Bay) Sunny Aprt',1946293,Su,Causeway Bay,114.19243,22.27928,Apartment,Entire home/apt,2,3,761.00,0,2,1125,11,98,2
231,1153834,GRACE BEAUTIFUL LOFT IN BARCELONA-At least 32 days,4878564,Lourdes,Vila de Gràcia,2.15884,41.40462,Apartment,Entire home/apt,1,2,60.00,358,31,330,6,65,2
232,1153834,GRACE BEAUTIFUL LOFT IN BARCELONA-At least 32 days,4878564,Lourdes,Vila de Gràcia,2.15884,41.40462,Apartment,Entire home/apt,1,2,60.00,358,31,330,6,65,2
233,1153834,GRACE BEAUTIFUL LOFT IN BARCELONA-At least 32 days,4878564,Lourdes,Vila de Gràcia,2.15884,41.40462,Apartment,Entire home/apt,1,2,60.00,358,31,330,6,65,2
234,11553357,Brick House: Unique Garden Apartment! King Bed!,3483450,Aswad,Bedford-Stuyvesant,-73.91365,40.68174,Apartment,Entire home/apt,1,4,125.00,345,2,365,37,94,3
235,1155475,"Big, glamorous, 4BR, 3-story house",2199502,Jon,Fort Greene,-73.97713,40.68675,House,Entire home/apt,7,8,499.00,245,2,1125,104,97,1
236,11557363,Wellyet Guest House@Room 2,40699783,Natalie,Tsim Sha Tsui,114.17366,22.2982,Apartment,Private room,1,2,267.00,348,1,1125,36,90,14
237,1155885,Fresh and modern 1BR in Bed-Stuy,6334250,Shaila & Alex,Bedford-Stuyvesant,-73.92922,40.68683,Apartment,Entire home/apt,1,2,79.00,270,2,1125,180,93,1
238,11566403,Feel like home,61100954,Titi,Le Plateau,-73.57179,45.51028,Apartment,Entire home/apt,1,2,55.00,143,1,1125,42,92,1
239,11567179,"Bright, sunny quite room Bushwick",10929225,Louise,Ridgewood,-73.91932,40.71112,Apartment,Private room,1,2,60.00,0,2,1125,2,100,1
240,11567815,"Bright, Modern, Spacious Duplex Apt",1253313,Gabriel,Astoria,-73.92117,40.76964,Apartment,Entire home/apt,1,4,90.00,0,2,3,28,98,4
241,11567997,The Local Nook // Cozy Kona Hale,29480889,Ciara,,-155.9943,19.67155,Guest suite,Entire home/apt,2,2,150.00,3,2,1125,25,96,1
242,11568230,Apartamento en casco antiguo,22076771,Luis,El Gòtic,2.17877,41.37903,Apartment,Entire home/apt,4,4,55.00,36,31,1125,7,93,15
243,11602050,Museum Mile 1 BR - Madison Ave,61391963,Corporate Housing,Upper East Side,-73.95735,40.78465,Apartment,Entire home/apt,1,4,133.00,340,30,365,7,80,85
244,11602050,Museum Mile 1 BR - Madison Ave,61391963,Corporate Housing,Upper East Side,-73.95735,40.78465,Apartment,Entire home/apt,1,4,133.00,340,30,365,7,80,85
245,11610598,The Ohana at Volcanoes National Park!,31348206,David,Island of Hawaiʻi,-155.22212,19.43327,Guesthouse,Entire home/apt,3,6,100.00,133,1,30,385,98,1
246,1163119,Charming apartment with balcony,4284876,Silvia,Copacabana,-43.2285561930115,-22.984126941422254,Apartment,Entire home/apt,1,5,250.00,311,3,89,22,93,10
247,1163119,Charming apartment with balcony,4284876,Silvia,Copacabana,-43.2285561930115,-22.984126941422254,Apartment,Entire home/apt,1,5,250.00,311,3,89,22,93,10
248,11648810,Appartement 3 1/2 en résidence,61646690,Lansana,Villeray-Saint-Michel-Parc-Extension,-73.60386,45.55264,Condominium,Entire home/apt,1,2,35.00,0,5,45,2,70,1
249,11656239,Charming Private Brooklyn Bedroom,4266047,Kris,Greenpoint,-73.95646,40.72804,Apartment,Private room,1,1,105.00,365,1,1125,58,98,1
250,11656239,Charming Private Brooklyn Bedroom,4266047,Kris,Greenpoint,-73.95646,40.72804,Apartment,Private room,1,1,105.00,365,1,1125,58,98,1
251,11679012,Apartamento com 2 quartos Leblon,62031792,Rodrigo,,-43.230457787230115,-22.986550485203637,Apartment,Entire home/apt,2,4,548.00,214,2,365,2,100,1
252,11679012,Apartamento com 2 quartos Leblon,62031792,Rodrigo,,-43.230457787230115,-22.986550485203637,Apartment,Entire home/apt,2,4,548.00,214,2,365,2,100,1
253,11688660,Studio Apartment w/ Private Rooftop,6394019,Madelon,Sheung Wan,114.15037,22.28515,Apartment,Entire home/apt,1,2,903.00,0,3,1125,1,100,2
254,11688660,Studio Apartment w/ Private Rooftop,6394019,Madelon,Sheung Wan,114.15037,22.28515,Apartment,Entire home/apt,1,2,903.00,0,3,1125,1,100,2
255,1169088,Next to Barcelona Fair and Magic Fountain,1986299,Clickandflat,Dreta de l'Eixample,2.15375,41.37587,Apartment,Entire home/apt,4,6,90.00,223,1,1125,20,84,30
256,116931,Nice room with queen sized bed,528512,Jen,Mile End,-73.58677,45.52572,Apartment,Private room,1,1,30.00,193,30,730,122,88,8
257,11693193,*CoZy Private Williamsburg Home*,62130666,Sal,Williamsburg,-73.94854,40.70998,Apartment,Entire home/apt,4,4,225.00,138,2,1125,94,97,1
258,11695437,Cozy and modern Lapa-studio,8557006,Dejanira,Lapa,-43.182736348008305,-22.9106385343457,Apartment,Entire home/apt,2,2,112.00,135,3,360,33,97,3
259,11695437,Cozy and modern Lapa-studio,8557006,Dejanira,Lapa,-43.182736348008305,-22.9106385343457,Apartment,Entire home/apt,2,2,112.00,135,3,360,33,97,3
260,11695887,2 BR Oceanview - Great Location!,62150628,Jennifer,Kihei/Wailea,-156.44917,20.73013,Condominium,Entire home/apt,2,5,200.00,305,1,1125,17,94,4
261,11703559,Fabulous occasion orange,41161072,Dulce,,-8.61181,41.14464,Apartment,Entire home/apt,1,2,34.00,183,2,1125,163,94,4
262,11708,Cute apt in artist's home,44145,Tyrome,Bushwick,-73.92745,40.70186,Apartment,Entire home/apt,1,2,85.00,33,2,50,207,87,2
263,11708,Cute apt in artist's home,44145,Tyrome,Bushwick,-73.92745,40.70186,Apartment,Entire home/apt,1,2,85.00,33,2,50,207,87,2
264,11716047,STUDIO COPACABANA VISTA MAR,62153375,Fernando,Copacabana,-43.18908543651725,-22.980722086375625,Other,Entire home/apt,3,4,250.00,252,5,1125,2,100,4
265,11719579,Bondi beach sunny house,4499997,Kate,Bondi Beach,151.26826,-33.89172,House,Private room,1,1,55.00,0,2,1125,1,100,2
266,11719579,Bondi beach sunny house,4499997,Kate,Bondi Beach,151.26826,-33.89172,House,Private room,1,1,55.00,0,2,1125,1,100,2
267,11719579,Bondi beach sunny house,4499997,Kate,Bondi Beach,151.26826,-33.89172,House,Private room,1,1,55.00,0,2,1125,1,100,2
268,11740322,★Cozy doble bedroom ★Nearby Christ the Redeemer★,59638323,Rafaela,Laranjeiras,-43.19177327893577,-22.93691870901323,House,Private room,1,2,52.00,109,2,10,76,99,4
269,117425,"Conveniently Located, Sunny Brooklyn Heights!",593115,LuLu,Brooklyn Heights,-73.99438,40.69263,Apartment,Entire home/apt,1,2,150.00,219,30,365,95,90,1
270,11753116,Luxury Style Space: ideal for short or longterm!,50199714,Dellasie,,-73.94247,40.672,Apartment,Private room,1,3,38.00,15,1,1125,75,90,5
271,11753116,Luxury Style Space: ideal for short or longterm!,50199714,Dellasie,,-73.94247,40.672,Apartment,Private room,1,3,38.00,15,1,1125,75,90,5
272,11764681,"Double Suite, with private bathroom.",3246867,Eva,Glòries - El Parc,2.183,41.39142,Apartment,Private room,1,2,40.00,180,1,1125,4,90,2
273,1176693,BEST REVIEWS*BEST MALLS*SAFE STAY*DIMSUM*CWB*MTR,1245194,Susann,Causeway Bay,114.18445,22.27878,Apartment,Entire home/apt,4,8,1492.00,293,2,1124,36,83,5
274,11778475,☼☼ Lovely Colorful Studio ☼☼ Tsim Sha Tsui,62713640,Hester,,114.17308,22.30039,Apartment,Entire home/apt,1,2,502.00,117,1,365,269,92,1
275,11778959,Inner City Terrace - 2 rooms 2 beds - 4 ppl.,9031139,Jason,Darlington,151.1965,-33.88848,Townhouse,Private room,2,4,171.00,0,2,7,3,100,4
276,11779701,Cozy & in the heart of Kowloon,41695212,Isabelle,Tsim Sha Tsui,114.17546,22.29937,Apartment,Entire home/apt,1,2,691.00,0,4,1125,3,87,1
277,11792238,,2377793,Louis-Philippe,Old Rosemont,-73.5824,45.54904,Apartment,Entire home/apt,2,3,150.00,0,6,1125,1,80,1
278,11796483,Cozy&clean room in Sisli next to subway,27101013,Nur,,28.98327,41.05766,Apartment,Private room,1,2,158.00,267,1,1125,1,100,1
279,11796483,Cozy&clean room in Sisli next to subway,27101013,Nur,,28.98327,41.05766,Apartment,Private room,1,2,158.00,267,1,1125,1,100,1
280,11816864,Bright Room in Spacious Astoria Apt,62939516,Garth,Astoria,-73.93215,40.76079,Apartment,Private room,1,1,65.00,0,1,1125,5,96,1
281,11817249,PALMS AT WAILEA #905-2BR-REMODELED-LARGE LANAI-AC,57940735,Pmi,Kihei/Wailea,-156.4409,20.69735,Condominium,Entire home/apt,3,6,240.00,143,5,1125,18,99,59
282,1182474,"Kowloon Mongkok 1812 Twin Room A, near station",6361579,Man Ching Athena,Mong Kok,114.16885,22.31463,Apartment,Private room,2,2,306.00,95,2,90,71,91,13
283,1182475,Beyoğlunda Şirin Kullanışlı Stüdyo2,4174788,İlknur Bülent,Taksim,28.97483,41.03746,Apartment,Entire home/apt,1,2,90.00,340,1,1125,176,87,9
284,11834359,"Casa ""Voltaria"", o desejo de voltar",23993576,Fatima,,-8.60605,41.13534,Apartment,Entire home/apt,3,4,120.00,45,3,1125,10,93,1
285,11835169,"Spacious, bright, central. AC. Rambla Catalunya",5878688,Yaiza,Dreta de l'Eixample,2.16424,41.39139,Serviced apartment,Entire home/apt,7,8,599.00,179,2,29,4,100,66
286,11835169,"Spacious, bright, central. AC. Rambla Catalunya",5878688,Yaiza,Dreta de l'Eixample,2.16424,41.39139,Serviced apartment,Entire home/apt,7,8,599.00,179,2,29,4,100,66
287,11840338,Barra da Tijuca: cobertura ESPETACULAR,63088500,Monica,Barra da Tijuca,-43.38281341435767,-22.98369162798043,Condominium,Entire home/apt,5,8,1000.00,361,1,1125,1,100,4
288,11841749,MODERN CONDO WITH VIEW - GRIFFIN,23898986,Manon,Griffintown,-73.55863,45.49665,Apartment,Entire home/apt,2,3,79.00,0,2,2,1,100,1
289,11846549,18C.  NICE AND COZY 2 BEDROOMS. PERFECT LOCATION!,9998124,Simple Stay,Le Plateau,-73.57981,45.51702,Apartment,Entire home/apt,2,4,90.00,155,1,1125,93,92,18
290,11846549,18C.  NICE AND COZY 2 BEDROOMS. PERFECT LOCATION!,9998124,Simple Stay,Le Plateau,-73.57981,45.51702,Apartment,Entire home/apt,2,4,90.00,155,1,1125,93,92,18
291,1185644,2 BR Queen Size Sunny - Nolita,4404268,Brendan,Nolita,-73.99449,40.72182,Apartment,Entire home/apt,2,4,250.00,80,4,1125,217,94,2
292,11860047,O charme de estar em frente à praia,48161510,Alexandre,,-43.47716330794789,-23.030647771247256,Serviced apartment,Entire home/apt,1,4,548.00,354,5,1125,2,100,1
293,11860692,Colourful apt in Plateau/Mile End,11461476,Toby,Mile End,-73.58715,45.5221,Apartment,Entire home/apt,2,4,75.00,0,3,1125,25,99,1
294,11863943,Au cœur de la Petite Patrie,56543131,Zoé,,-73.59462,45.54566,Apartment,Entire home/apt,4,6,115.00,145,1,1125,13,94,1
295,11871088,Direct Oceanfront - Unit 149,39166875,Hula Now,,-159.32835,22.05273,Condominium,Entire home/apt,1,3,139.00,289,3,180,19,88,34
296,1188839,great Terrace&lift city center,5432336,Patricia,Vila de Gràcia,2.15761,41.39922,Apartment,Entire home/apt,3,5,58.00,316,1,1125,213,88,17
297,11890476,Spacious bedroom with a trundle bed in Botafogo,54784222,Ana Rita,Botafogo,-43.19254931342515,-22.95295957541284,House,Private room,2,2,317.00,364,2,1125,5,100,3
298,11890476,Spacious bedroom with a trundle bed in Botafogo,54784222,Ana Rita,Botafogo,-43.19254931342515,-22.95295957541284,House,Private room,2,2,317.00,364,2,1125,5,100,3
299,11902059,Apartamento Centro histórico,63486615,Francisco,,-8.63001,41.1455,Apartment,Entire home/apt,4,4,75.00,352,3,1125,5,96,2
